instance,number_of_cities,number_of_runs,initial_temperature,minimum_temperature,cooling_rate,max_iterations,run,operator,route_seed,sa_seed,initial_cost,best_cost,improvement_percentage,execution_time,best_route
tsp_sample.csv,25,30,1000.0,0.001,0.995,10000,18,create_two_opt_neighbor,ROUTE-18,SA-18,14451.401071653247,5150.642239924288,64.35887278758466,0.020073799998499453,"[0, 23, 11, 18, 1, 17, 7, 19, 3, 8, 12, 21, 22, 14, 4, 2, 15, 5, 6, 9, 20, 16, 10, 13, 24]"
tsp_sample.csv,25,30,1000.0,0.001,0.995,10000,19,create_two_opt_neighbor,ROUTE-19,SA-19,14629.127937105004,4642.736588841706,68.26375017839601,0.02283950000128243,"[0, 23, 11, 18, 17, 1, 8, 12, 3, 19, 7, 16, 21, 22, 14, 4, 2, 20, 15, 5, 6, 9, 13, 10, 24]"
tsp_sample.csv,25,30,1000.0,0.001,0.995,10000,20,create_two_opt_neighbor,ROUTE-20,SA-20,14223.023728098568,5250.108829182853,63.087252545245356,0.024183200002880767,"[0, 23, 18, 11, 7, 19, 3, 17, 1, 8, 12, 21, 22, 14, 4, 2, 15, 5, 6, 20, 16, 10, 9, 13, 24]"
tsp_sample.csv,25,30,1000.0,0.001,0.995,10000,21,create_two_opt_neighbor,ROUTE-21,SA-21,14655.898869148887,4844.090061243834,66.94784738559578,0.020092499995371327,"[0, 24, 13, 9, 6, 5, 15, 20, 2, 4, 14, 22, 21, 16, 10, 7, 19, 3, 12, 8, 1, 17, 11, 18, 23]"
tsp_sample.csv,25,30,1000.0,0.001,0.995,10000,22,create_two_opt_neighbor,ROUTE-22,SA-22,12335.140926516411,4633.541420357001,62.43625064391083,0.028560999999172054,"[0, 23, 18, 11, 17, 1, 8, 12, 3, 19, 7, 16, 21, 22, 14, 4, 2, 20, 15, 5, 6, 9, 13, 10, 24]"
tsp_sample.csv,25,30,1000.0,0.001,0.995,10000,23,create_two_opt_neighbor,ROUTE-23,SA-23,10876.948191513424,4844.090061243834,55.46462136297235,0.023463599995011464,"[0, 24, 13, 9, 6, 5, 15, 20, 2, 4, 14, 22, 21, 16, 10, 7, 19, 3, 12, 8, 1, 17, 11, 18, 23]"
tsp_sample.csv,25,30,1000.0,0.001,0.995,10000,24,create_two_opt_neighbor,ROUTE-24,SA-24,14087.34012433054,4633.541420357001,67.10847200775457,0.026119300004211254,"[0, 23, 18, 11, 17, 1, 8, 12, 3, 19, 7, 16, 21, 22, 14, 4, 2, 20, 15, 5, 6, 9, 13, 10, 24]"
tsp_sample.csv,25,30,1000.0,0.001,0.995,10000,25,create_two_opt_neighbor,ROUTE-25,SA-25,12270.715151447632,4633.541420357001,62.23902712132991,0.023334299999987707,"[0, 23, 18, 11, 17, 1, 8, 12, 3, 19, 7, 16, 21, 22, 14, 4, 2, 20, 15, 5, 6, 9, 13, 10, 24]"
tsp_sample.csv,25,30,1000.0,0.001,0.995,10000,26,create_two_opt_neighbor,ROUTE-26,SA-26,16118.806609842457,4844.090061243833,69.94758868633652,0.01918380000279285,"[0, 23, 18, 11, 17, 1, 8, 12, 3, 19, 7, 10, 16, 21, 22, 14, 4, 2, 20, 15, 5, 6, 9, 13, 24]"
tsp_sample.csv,25,30,1000.0,0.001,0.995,10000,27,create_two_opt_neighbor,ROUTE-27,SA-27,13574.998642429402,5120.0460720638275,62.28326641550561,0.018745499997748993,"[0, 24, 13, 9, 6, 5, 15, 2, 4, 14, 8, 12, 3, 19, 17, 1, 18, 11, 23, 7, 16, 21, 22, 20, 10]"
tsp_sample.csv,25,30,1000.0,0.001,0.995,10000,28,create_two_opt_neighbor,ROUTE-28,SA-28,13749.15373950684,5120.0460720638275,62.76100937505791,0.01986699999542907,"[0, 24, 13, 9, 6, 5, 15, 2, 4, 14, 8, 12, 3, 19, 17, 1, 18, 11, 23, 7, 16, 21, 22, 20, 10]"
tsp_sample.csv,25,30,1000.0,0.001,0.995,10000,29,create_two_opt_neighbor,ROUTE-29,SA-29,13347.93067209286,5388.545570024215,59.63010520207227,0.019526999996742234,"[0, 23, 11, 18, 1, 17, 7, 10, 16, 21, 22, 19, 3, 12, 8, 14, 4, 2, 20, 15, 5, 6, 9, 13, 24]"
tsp_sample.csv,25,30,1000.0,0.001,0.995,10000,30,create_two_opt_neighbor,ROUTE-30,SA-30,14449.7143242634,4633.541420357002,67.93333545303011,0.019008100003702566,"[0, 24, 10, 13, 9, 6, 5, 15, 20, 2, 4, 14, 22, 21, 16, 7, 19, 3, 12, 8, 1, 17, 11, 18, 23]"
