instance,number_of_cities,number_of_runs,population_size,number_of_generations,tournament_size,crossover_rate,mutation_rate,elite_size,run,ga_seed,initial_best_cost,best_cost,improvement_percentage,execution_time,number_of_evaluations,best_route,cost_history
tsp_sample.csv,25,30,100,500,3,0.9,0.05,1,1,GA-01,11388.280252838127,6330.705655823953,44.41034541412653,0.8719543000042904,50000,"[0, 22, 4, 14, 12, 8, 1, 17, 3, 19, 9, 6, 5, 15, 2, 20, 13, 24, 23, 18, 11, 7, 21, 16, 10]","[11388.280252838127, 11206.120594860153, 10543.874077710327, 10257.45786700336, 9749.384611539652, 9749.384611539652, 9749.384611539652, 9376.568829002468, 9376.568829002468, 8952.224552645603, 8952.224552645603, 8952.224552645603, 8855.306398141785, 8544.410671692089, 7985.347233916708, 7985.347233916708, 7985.347233916708, 7985.347233916708, 7985.347233916708, 7985.347233916708, 7419.296395290043, 7419.296395290043, 7419.296395290043, 7314.795173273416, 7277.19621375911, 7277.19621375911, 7277.19621375911, 7277.19621375911, 7214.229731939002, 7154.509937792038, 7128.694861665961, 7128.694861665961, 7128.694861665961, 7118.331479771694, 7118.331479771694, 7118.331479771694, 7118.331479771694, 7118.331479771694, 7118.331479771694, 7118.331479771694, 7118.331479771694, 7118.331479771694, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 7044.783406615233, 6985.129925322518, 6953.123116108171, 6953.123116108171, 6893.469634815457, 6893.469634815457, 6854.867848557586, 6854.867848557586, 6854.867848557586, 6845.811266510678, 6845.811266510678, 6845.811266510678, 6845.811266510678, 6845.811266510678, 6845.811266510678, 6845.811266510678, 6824.605814569415, 6824.605814569415, 6800.878091099454, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6755.439036624789, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6616.224592619379, 6494.8137884692915, 6494.8137884692915, 6494.8137884692915, 6494.8137884692915, 6494.8137884692915, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6361.295425441461, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953, 6330.705655823953]"
tsp_sample.csv,25,30,100,500,3,0.9,0.05,1,2,GA-02,11837.985467519497,5212.1690359496315,55.970810656504575,1.087611700000707,50000,"[0, 16, 21, 3, 19, 7, 23, 18, 11, 17, 1, 8, 12, 22, 14, 4, 2, 20, 15, 5, 6, 9, 13, 10, 24]","[11837.985467519497, 11336.106716701137, 10564.087979361679, 10114.797338202645, 10114.797338202645, 9909.499819880899, 9803.690601792629, 8399.23344218706, 8081.807513526232, 8081.807513526232, 7897.769757671926, 7690.823832718615, 7654.176112158006, 7474.538734335604, 7474.538734335604, 7472.884143269513, 7472.884143269513, 7472.884143269513, 7472.884143269513, 7472.884143269513, 7472.884143269513, 7050.507946153266, 7050.507946153266, 7050.507946153266, 7027.62130295115, 7027.62130295115, 7027.62130295115, 7027.62130295115, 7027.62130295115, 6822.27895208206, 6822.27895208206, 6822.27895208206, 6814.166372651203, 6814.166372651203, 6750.707782296629, 6750.707782296629, 6750.707782296629, 6750.707782296629, 6750.707782296629, 6750.707782296629, 6750.707782296629, 6750.707782296629, 6750.707782296629, 6750.707782296629, 6712.425327453236, 6712.425327453236, 6566.9940592824605, 6566.9940592824605, 6566.9940592824605, 6566.9940592824605, 6416.876066726677, 6416.876066726677, 6378.593611883283, 6378.593611883283, 6378.593611883283, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6367.929661336119, 6318.575759008565, 6318.575759008565, 6307.223662054699, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6152.201299013104, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6092.091613436806, 6065.128790297556, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 6015.383218552176, 5815.208002324994, 5772.93259105652, 5772.93259105652, 5772.93259105652, 5744.454797101873, 5744.454797101873, 5744.454797101873, 5744.454797101873, 5744.454797101873, 5744.454797101873, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5696.92976675935, 5581.619181178119, 5581.619181178119, 5581.619181178119, 5581.619181178119, 5581.619181178119, 5581.619181178119, 5581.619181178119, 5581.619181178119, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5572.424012693413, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5567.806650278627, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5483.490894721792, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5406.815418777336, 5376.6389026003735, 5376.6389026003735, 5376.6389026003735, 5376.6389026003735, 5376.6389026003735, 5376.6389026003735, 5376.6389026003735, 5376.6389026003735, 5376.6389026003735, 5376.6389026003735, 5376.6389026003735, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5334.576554746991, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5298.064186998476, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315, 5212.1690359496315]"
